ISSN	Título	Área de Avaliação	Estrato
20610661	ONOMASTICA URALICA	LINGUíSTICA E LITERATURA	B3
20611617	INTERVENTIONAL MEDICINE AND APPLIED SCIENCE	CIÊNCIAS BIOLÓGICAS II                            	A4
2062249X	JOURNAL OF FLOW CHEMISTRY	QUÍMICA                                           	A2
20625871	JOURNAL OF BEHAVIORAL ADDICTIONS (PRINT)	MEDICINA II                                       	A1
20628633	EUROPEAN JOURNAL OF MICROBIOLOGY AND IMMUNOLOGY	CIÊNCIAS BIOLÓGICAS I                             	C
20630212	JOURNAL OF FLOW CHEMISTRY	QUÍMICA                                           	A2
20630476	STUDIES IN AGRICULTURAL ECONOMICS (ONLINE)	ECONOMIA                                          	A4
20631588	OPUSCULA ZOOLOGICA INSTITUTI ZOOSYSTEMATICI ET OECOLOGICI UNIVERSITATIS BUDAPESTINENSIS (ONLINE)	BIODIVERSIDADE	B4
20635346	EUROPEAN CHEMICAL BULLETIN	CIÊNCIAS AGRÁRIAS I                               	C
20639538	REGIONAL STATISTICS (PRINT)	PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA       	A3
20644477	EPITOANYAG	ENGENHARIAS I                                     	B3
20651430	ACTA DIDACTICA NAPOCENSIA	ENSINO	A3
20653913	THEORETICAL AND EMPIRICAL RESEARCHES IN URBAN MANAGEMENT	ENGENHARIAS I                                     	A4
20657471	ANALE. SERIA INFORMATICÃ	ENSINO	C
20659539	STUDIA UNIVERSITATIS BABES-BOLYAI. DRAMATICA (ONLINE)	ARTES	B1
2065961X	STUDIA UNIVERSITATIS BABEȘ-BOLYAI MATHEMATICA	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	B3
20659652	STUDIA PHILOLOGIA	LINGUíSTICA E LITERATURA	B1
20665083	ESSACHESS - JOURNAL FOR COMMUNICATION STUDIES (IMPRESSO)	COMUNICAÇÃO E INFORMAÇÃO	A4
20665997	ANNALS OF THE ACADEMY OF ROMANIAN SCIENTISTS:  SERIES ON MATHEMATICS ON ITS APPLICATION	INTERDISCIPLINAR                                  	B3
20666845	CARPATHIAN JOURNAL OF FOOD SCIENCE AND TECHNOLOGY	BIOTECNOLOGIA                                     	B3
20667698	BULLETIN OF THE TRANSILVANIA UNIVERSITY OF BRAŞOV	LINGUíSTICA E LITERATURA	B1
20670621	SCHUTZIAN RESEARCH	COMUNICAÇÃO E INFORMAÇÃO	B3
20672705	TRASLATIONES	LINGUíSTICA E LITERATURA	C
20673205	NOTULAE SCIENTIA BIOLOGICAE	CIÊNCIAS AGRÁRIAS I                               	C
20673655	META: RESEARCH IN HERMENEUTICS, PHENOMENOLOGY AND PRACTICAL PHILOSOPHY	FILOSOFIA	A2
20677812	SOCIETY AND POLITICS	FILOSOFIA	A3
20678223	INTERNATIONAL JOURNAL OF CONSERVATION SCIENCE	COMUNICAÇÃO E INFORMAÇÃO	A3
20680317	JOURNAL OF COMPARATIVE RESEARCH IN ANTHROPOLOGY AND SOCIOLOGY	DIREITO                                           	A1
20688016	SOCIAL CHANGE REVIEW	PSICOLOGIA                                        	B2
20691025	AGATHOS-AN INTERNATIONALREVIEW OF THE HUMANITIES AND SOCIAL SCIENCES	FILOSOFIA	A3
20693052	LOGOS & EPISTEME	FILOSOFIA	A2
2069573X	ARGUMENTUM - JOURNAL OF THE SEMINAR OF DISCURSIVE LOGIC, ARGUMENTATION THEORY AND RHETORIC	COMUNICAÇÃO E INFORMAÇÃO	B1
20697430	PRO LIGNO	CIÊNCIAS AGRÁRIAS I                               	B4
20698267	INTERNATIONAL REVIEW OF SOCIAL RESEARCH	EDUCAÇÃO                                          	B3
20698534	INTERNATIONAL REVIEW OF SOCIAL RESEARCH	COMUNICAÇÃO E INFORMAÇÃO	B3
20700237	JOURNAL OF SCIENTIFIC RESEARCH	CIÊNCIAS AGRÁRIAS I                               	B4
20700466	P-ADIC NUMBERS, ULTRAMETRIC ANALYSIS AND APPLICATIONS (PRINT)	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A4
20700733	ADVANCES IN APPLIED MATHEMATICS AND MECHANICS	INTERDISCIPLINAR                                  	A2
20702051	PROTECTION OF METALS AND PHYSICAL CHEMISTRY OF SURFACES	QUÍMICA                                           	A4
20702620	SOUTHERN FORESTS (PRINT)	BIODIVERSIDADE	A3
20702639	SOUTHERN FORESTS (ONLINE)	BIODIVERSIDADE	A3
20703368	PAKISTAN JOURNAL OF BOTANY (ONLINE)	CIÊNCIAS AGRÁRIAS I                               	B1
20703724	WORLD ACADEMY OF SCIENCE, ENGINEERING AND TECHNOLOGY. OPEN SCIENCE RESEARCH JOURNALS	ENGENHARIAS III                                   	B4
20705948	ELECTRONIC JOURNAL OF APPLIED STATISTICAL ANALYSIS	BIOTECNOLOGIA                                     	B1
20706103	FAO FISHERIES AND AQUACULTURE PROCEEDINGS	GEOCIÊNCIAS                                       	C
20706987	FAO FISHERIES AND AQUACULTURE REPORT	BIOTECNOLOGIA                                     	C
20708289	WORKING PAPER CIRIEC ...	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B3
20710186	UKRAINIAN JOURNAL OF PHYSICS	ASTRONOMIA / FÍSICA                               	B3
20710305	MAGAZINE OF CIVIL ENGINEERING	ENGENHARIAS I                                     	A2
20711050	SUSTAINABILITY (BASEL)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
20711395	ASIA PACIFIC JOURNAL OF INNOVATION AND ENTREPRENEURSHIP	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
20712936	AFRICAN JOURNAL OF PRIMARY HEALTH CARE & FAMILY MEDICINE	ODONTOLOGIA                                       	B3
20715773	HERPETOLOGY NOTES	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B3
20717024	JOURNAL OF ANIMAL AND PLANT SCIENCES	BIODIVERSIDADE	B2
2071789X	ECONOMICS & SOCIOLOGY	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
20718322	GERMAN LAW JOURNAL	DIREITO                                           	A1
20719388	GEOGRAPHY, ENVIRONMENT, SUSTAINABILITY	CIÊNCIAS AMBIENTAIS	A2
20721439	JOURNAL THORACIC DISEASE	CIÊNCIAS BIOLÓGICAS II                            	B1
20722001	CENTRO AGRÍCOLA	CIÊNCIAS AGRÁRIAS I                               	B4
20722672	VESTNIK OF IVANOVO STATE POWER ENGINEERING UNIVERSITY	ENGENHARIAS II                                    	B3
20724292	REMOTE SENSING	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
20726643	NUTRIENTS (BASEL)	ARQUITETURA, URBANISMO E DESIGN	A1
20726651	TOXINS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
2072666X	MICROMACHINES	ASTRONOMIA / FÍSICA                               	A3
20726694	CANCERS (BASEL) (ONLINE)	ASTRONOMIA / FÍSICA                               	A3
20727976	REVISTA DE LA MAESTRÍA EN DERECHO PROCESAL	DIREITO                                           	A3
20730810	LA PIRAGUA	EDUCAÇÃO                                          	B3
2073431X	COMPUTERS	CIÊNCIA DA COMPUTAÇÃO                             	C
20734336	GAMES	ASTRONOMIA / FÍSICA                               	B1
20734344	CATALYSTS	ASTRONOMIA / FÍSICA                               	A4
20734352	CRYSTALS	ASTRONOMIA / FÍSICA                               	A3
20734360	POLYMERS	ASTRONOMIA / FÍSICA                               	A2
20734395	AGRONOMY	ASTRONOMIA / FÍSICA                               	A2
20734409	CELLS	ASTRONOMIA / FÍSICA                               	A3
20734425	GENES	BIODIVERSIDADE	A3
20734433	ATMOSPHERE	ARQUITETURA, URBANISMO E DESIGN	A4
20734441	WATER	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
2073445X	LAND	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
20734468	ANTIBODIES	CIÊNCIAS BIOLÓGICAS I                             	B2
20734859	THE R JOURNAL	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
20736320	JOURNAL OF LANGUAGE RELATIONSHIP	LINGUíSTICA E LITERATURA	A3
20737904	KNOWLEDGE MANAGEMENT & E-LEARNING: AN INTERNATIONAL JOURNAL	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
20738994	SYMMETRY	ASTRONOMIA / FÍSICA                               	A4
20739729	INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE STUDIES (IJECS)	INTERDISCIPLINAR                                  	B2
20740492	SOCIOLOGIÂ VLASTI	SAÚDE COLETIVA                                    	C
20740735	ROCA	GEOGRAFIA                                         	B2
20740956	REVISTA DE DERECHO ADMINISTRATIVO	DIREITO                                           	A2
20741472	LOGICAL INVESTIGATIONS	FILOSOFIA	C
20742568	ANÁLISIS LABORAL	DIREITO                                           	A4
20747764	PAKISTAN VETERINARY JOURNAL	CIÊNCIAS AGRÁRIAS I                               	A2
20748647	BIOTECNOLOGÍA VEGETAL	BIODIVERSIDADE	B4
20749007	INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY AND COMPUTER SCIENCE	CIÊNCIA DA COMPUTAÇÃO                             	C
2075051X	SULTAN QABOOS UNIVERSITY MEDICAL JOURNAL	BIOTECNOLOGIA                                     	A3
2075163X	MINERALS	ASTRONOMIA / FÍSICA                               	A3
20751680	AXIOMS	ENGENHARIAS I                                     	A1
20751702	MACHINES	ENGENHARIAS II                                    	A4
20751729	LIFE	ASTRONOMIA / FÍSICA                               	A2
20754418	DIAGNOSTICS	CIÊNCIA DA COMPUTAÇÃO                             	B3
20754426	JOURNAL OF PERSONALIZED MEDICINE	MEDICINA II                                       	A1
20754434	GALAXIES — OPEN ACCESS COSMOLOGY, ASTRONOMY & ASTROPHYSICS JOURNAL	ASTRONOMIA / FÍSICA                               	B1
20754442	LUBRICANTS	ENGENHARIAS II                                    	A4
20754450	INSECTS	BIODIVERSIDADE	A2
20754655	EPIGENOMES	CIÊNCIA DA COMPUTAÇÃO                             	B3
20754663	SPORTS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B2
20754698	SOCIETIES	CIÊNCIAS AMBIENTAIS	C
20754701	METALS - OPEN ACCESS METALLURGY JOURNAL	ASTRONOMIA / FÍSICA                               	A2
2075471X	LAWS	ENGENHARIAS III                                   	A1
20755309	BUILDINGS	CIÊNCIAS AMBIENTAIS	A1
20755384	JOURNAL OF MEDICINE	MEDICINA I                                        	B3
20756038	PERFILES DE LA CULTURA CUBANA	ANTROPOLOGIA / ARQUEOLOGIA                        	A4
20756046	CALIBAN (LA HABANA)	DIREITO                                           	B4
20756305	GACETA PENAL & PROCESAL  PENAL	DIREITO                                           	A4
20758952	COMPÁS EMPRESARIAL	DIREITO                                           	B3
20759479	NEUROPSICOLOGIA LATINOAMERICANA	CIÊNCIAS BIOLÓGICAS I                             	B3
20760752	ARTS	ARTES	A1
20760760	SOCIAL SCIENCES	SAÚDE COLETIVA                                    	B1
20760787	HUMANITIES	ARQUITETURA, URBANISMO E DESIGN	A2
20760817	PATHOGENS	ASTRONOMIA / FÍSICA                               	A3
20760825	ACTUATORS	ENGENHARIAS III                                   	A3
20760930	INTERNATIONAL JOURNAL OF COMMUNICATION NETWORKS AND INFORMATION SECURITY (PRINT)	CIÊNCIA DA COMPUTAÇÃO                             	C
20762607	MICROORGANISMS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
20762615	ANIMALS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
20762674	DESDE EL SUR	EDUCAÇÃO                                          	B2
20762704	ANTHROPÍA	ANTROPOLOGIA / ARQUEOLOGIA                        	B2
20762895	INTERNATIONAL JOURNAL OF ENERGY AND ENVIRONMENT (PRINT)	ENGENHARIAS II                                    	B2
20762909	INTERNATIONAL JOURNAL OF ENERGY AND ENVIRONMENT	ENGENHARIAS I                                     	B2
20763263	GEOSCIENCES	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A4
20763271	MEDICAL SCIENCES	BIOTECNOLOGIA                                     	B2
2076328X	BEHAVIORAL SCIENCES (ONLINE)	CIÊNCIAS BIOLÓGICAS I                             	A3
20763298	ENVIRONMENTS	CIÊNCIAS AMBIENTAIS	B2
20763387	ADMINISTRATIVE SCIENCES	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
20763417	APPLIED SCIENCES	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
20763425	BRAIN SCIENCES	BIOTECNOLOGIA                                     	B2
20763921	ANTIOXIDANTS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B1
2076393X	VACCINES	BIODIVERSIDADE	A3
20764650	SCIENTIFIC REVIEW. SERIES 1. ECONOMICS AND LAW	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	A1
20769946	EJOURNAL OF BIOLOGICAL SCIENCES	CIÊNCIAS BIOLÓGICAS I                             	C
20770375	MEMBRANES	BIODIVERSIDADE	A2
20770383	JOURNAL OF CLINICAL MEDICINE	BIOTECNOLOGIA                                     	A2
20770472	AGRICULTURE	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
20771223	INTERNATIONAL JOURNAL OF BASIC & APPLIED SCIENCES	QUÍMICA                                           	C
2077124X	INTERNATIONAL JOURNAL OF MECHANICAL AND MECHATRONICS ENGINEERING	INTERDISCIPLINAR                                  	A3
20771258	INTERNATIONAL JOURNAL OF CIVIL & ENVIRONMENTAL ENGINEERING	ENGENHARIAS I                                     	B4
20771312	JOURNAL OF MARINE SCIENCE AND ENGINEERING	CIÊNCIAS AMBIENTAIS	A4
20771444	RELIGIONS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
20771886	JOURNAL OF ECONOMICS, FINANCE AND ADMINISTRATIVE SCIENCE	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
20772327	SCIENCE EDUCATION INTERNATIONAL (ONLINE)	EDUCAÇÃO                                          	A2
20772955	TRANSFORMACIÓN	EDUCAÇÃO                                          	B4
20774613	MIDDLE EAST JOURNAL OF APPLIED SCIENCES	BIOTECNOLOGIA                                     	C
20775172	REVISTA PARAGUAYA DE ESTUDIOS POLÍTICOS CONTEMPORÁNEO - NOVAPOLIS	DIREITO                                           	A4
20776624	JOURNAL OF THORACIC DISEASE	MEDICINA I                                        	B1
20777019	MYCOSPHERE	BIODIVERSIDADE	A1
20779445	REVISTA REDBIOETICA/UNESCO	CIÊNCIAS BIOLÓGICAS I                             	B1
20779917	SCIENTIA AGROPECUÁRIA	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B4
20781547	CHALLENGES	EDUCAÇÃO                                          	A4
20782489	INFORMATION	ARQUITETURA, URBANISMO E DESIGN	C
20785488	SUICIDOLOGY ONLINE	PSICOLOGIA                                        	B2
20785585	SOUTH AFRICAN JOURNAL OF BUSINESS MANAGEMENT	ENGENHARIAS III                                   	B2
20786891	JOURNAL OF GASTROINTESTINAL ONCOLOGY	BIOTECNOLOGIA                                     	B1
20786913	JOURNAL OF APICULTURAL RESEARCH	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
20789424	JOURNAL OF BUSINESS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B2
2079052X	EMIRATES JOURNAL OF FOOD AND AGRICULTURE	BIODIVERSIDADE	A4
20790538	EMIRATES JOURNAL OF FOOD AND AGRICULTURE (ONLINE)	ASTRONOMIA / FÍSICA                               	A4
20792115	IRANICA JOURNAL OF ENERGY & ENVIRONMENT	ENGENHARIAS I                                     	C
2079312X	LINGUÍSTICA	ENSINO	A3
20793200	JOURNAL OF INTELLIGENCE	INTERDISCIPLINAR                                  	B4
20793456	ACADEMIC JOURNAL OF SURINAME	ENGENHARIAS III                                   	C
20793871	IASPM JOURNAL (JOURNAL OF THE INTERNATIONAL ASSOCIATION FOR THE STUDY OF POPULAR MUSIC)	ARTES	A3
20794983	JOURNAL OF FUNCTIONAL BIOMATERIALS	ASTRONOMIA / FÍSICA                               	A3
20794991	NANOMATERIALS	ASTRONOMIA / FÍSICA                               	A3
20795971	ONATI SOCIO - LEGAL SERIES	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	A1
20796374	BIOSENSORS	ASTRONOMIA / FÍSICA                               	A4
20796382	ANTIBIOTICS-BASEL	ASTRONOMIA / FÍSICA                               	A3
20796412	COATINGS	ASTRONOMIA / FÍSICA                               	A4
20796439	FIBERS	ASTRONOMIA / FÍSICA                               	A4
20797737	BIOLOGY	ASTRONOMIA / FÍSICA                               	A1
20798784	ISTORIYA	HISTÓRIA                                          	A2
20798954	SYSTEMS	INTERDISCIPLINAR                                  	A3
20799268	JOURNAL OF LOW POWER ELECTRONICS AND APPLICATIONS	CIÊNCIA DA COMPUTAÇÃO                             	B1
20799276	RESOURCES	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
20799284	COSMETICS	BIOTECNOLOGIA                                     	A3
20799292	ELECTRONICS	BIOTECNOLOGIA                                     	A4
20799721	DISEASES	CIÊNCIAS BIOLÓGICAS III                           	C
20802234	BIOMEDICAL HUMAN KINETICS	ASTRONOMIA / FÍSICA                               	B1
20802242	PHOTNICS LETTERS OF POLAND	ASTRONOMIA / FÍSICA                               	B2
20804806	CENTRAL EUROPEAN JOURNAL OF UROLOGY	MEDICINA III                                      	B1
20805187	CIVIL AND ENVIRONMENTAL ENGINEERING REPORTS	ENGENHARIAS III                                   	B4
20809670	UWM LAW REVIEW	CIÊNCIAS DA RELIGIÃO E TEOLOGIA	A4
20811160	REVISTA DEL CESLA	ANTROPOLOGIA / ARQUEOLOGIA                        	A2
2081237X	PEDIATRIC ENDOCRINOLOGY, DIABETES AND METABOLISM	INTERDISCIPLINAR                                  	B3
20812841	JOURNAL OF CONTEMPORARY BRACHYTHERAPY	MEDICINA I                                        	B1
20816936	TRANSLATIONAL NEUROSCIENC	CIÊNCIAS BIOLÓGICAS I                             	B2
20818130	PRAKTY KKATEORETYCZNA	INTERDISCIPLINAR                                  	B1
20819390	NASZA DERMATOLOGIA ONLINE	MEDICINA I                                        	C
20819943	JOURNAL OF GEODETIC SCIENCE	ENGENHARIAS I                                     	B2
20820259	ACTA PALAEOBOTANICA	CIÊNCIAS AMBIENTAIS	A3
20821212	PRZEGL¿D PRAWA KONSTYTUCYJNEGO	DIREITO                                           	A2
20827539	PEITHO. EXAMINA ANTIQUA	FILOSOFIA	A4
20827571	IDO MOVEMENT FOR CULTURE	EDUCAÇÃO FÍSICA                                   	A4
20828594	STUDIA IBERYSTYCZNE - KRACÓVIA	LINGUíSTICA E LITERATURA	B1
20831331	MATERIALS SCIENCE-POLAND	ENGENHARIAS III                                   	B2
2083134X	MATERIALS SCIENCE-POLAND	ENGENHARIAS I                                     	B2
20831587	AGRICULTURAL ENGINEERING	BIODIVERSIDADE	A4
20832567	JOURNAL OF ARTIFICIAL INTELLIGENCE AND SOFT COMPUTING RESEARCH	CIÊNCIA DA COMPUTAÇÃO                             	A1
20833725	ECONOMIC AND REGIONAL STUDIES	INTERDISCIPLINAR                                  	A4
20834195	JOURNAL OF POWER TECHNOLOGIES	ENGENHARIAS II                                    	B1
20834535	JOURNAL OF WATER AND LAND DEVELOPMENT (ONLINE)	INTERDISCIPLINAR                                  	A3
20834594	ANTHROPOLOGICAL REVIEW	ANTROPOLOGIA / ARQUEOLOGIA                        	B1
20835736	ACTA CHROMATOGRAPHICA	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	B1
20835965	FOLIA HORTICULTURAE	CIÊNCIAS AGRÁRIAS I                               	A2
20836473	INTERNATIONAL JOURNAL ON MARINE NAVIGATION AND SAFETY OF SEA TRANSPORTATION	ENGENHARIAS I                                     	B3
20837658	KONTEKSTY KULTURY	LINGUíSTICA E LITERATURA	B1
20838204	PHYSIOTHERAPY (WARSAW)	EDUCAÇÃO FÍSICA                                   	B1
2083828X	ARCHIVES OF PSYCHIATRY AND PSYCHOTERAPY	PSICOLOGIA                                        	B4
20838506	PSYCHOLOGY OF LANGUAGE AND COMMUNICATION	EDUCAÇÃO                                          	B4
20842937	MISCELLANEA ANTHROPOLOGICA ET SOCIOLOGICA	COMUNICAÇÃO E INFORMAÇÃO	B1
20843127	JOURNAL OF HEARING SCIENCE	EDUCAÇÃO FÍSICA                                   	C
20843763	IDO MOVEMENT FOR CULTURE. JOURNAL OF MARTIAL ARTS ANTHROPOLOGY	EDUCAÇÃO FÍSICA                                   	A4
20844158	STUDIA ROMANICA POSNANIENSIA	HISTÓRIA                                          	A3
20846819	CATALYSIS FOR SUSTAINABLE ENERGY	ENGENHARIAS II                                    	B2
20848099	QUÊTES LITTÉRAIRES	LINGUíSTICA E LITERATURA	B2
20848404	JOURNAL OF ULTRASONOGRAPHY	MEDICINA I                                        	B4
2084879X	NOISE MAPPING	ENGENHARIAS I                                     	A3
20849257	ETHICS IN PROGRESS	FILOSOFIA	A3
20849834	RHEUMATOLOGY	INTERDISCIPLINAR                                  	B2
20894856	INTERNATIONAL JOURNAL OF ROBOTICS AND AUTOMATION (IJRA)	CIÊNCIA DA COMPUTAÇÃO                             	C
20900007	JOURNAL OF TRANSPLANTATION	MEDICINA I                                        	C
20900023	JOURNAL OF PARASITOLOGY RESEARCH (PRINT)	BIODIVERSIDADE	B1
20900031	JOURNAL OF PARASITOLOGY RESEARCH	BIODIVERSIDADE	B1
2090004X	JOURNAL OF OPHTHALMOLOGY	CIÊNCIAS BIOLÓGICAS I                             	A4
